id,regency_id,name
3314130,3314,Gemolong,57274
3314180,3314,Gesi,57262
3314060,3314,Gondang,57254
3314200,3314,Jenar,57256
3314010,3314,Kalijambe,57275
3314090,3314,Karangmalang,57291
3314040,3314,Kedawung,57292
3314030,3314,Masaran,57282
3314140,3314,Miri,57276
3314160,3314,Mondokan,57271
3314080,3314,Ngrampal,57252
3314020,3314,Plupuh,57283
3314050,3314,Sambirejo,57293
3314070,3314,Sambungmacan,57253
3314110,3314,Sidoharjo,57281
3314100,3314,Sragen,57211
3314170,3314,Sukodono,57263
3314150,3314,Sumberlawang,57272
3314190,3314,Tangen,57261
3314120,3314,Tanon,57277
1601140,1601,Baturaja Barat,32122
1601130,1601,Baturaja Timur,32112
1601052,1601,Lengkiti,32158
1601091,1601,Lubuk Batang,32192
1601131,1601,Lubuk Raja,32194
1601083,1601,Muara Jaya,32159
1601080,1601,Pengandonan,32155
1601090,1601,Peninjauan,32191
1601081,1601,Semidang Aji,32156
1601092,1601,Sinar Peninjauan,32193
1601070,1601,Sosoh Buay Rayap,32151
1601082,1601,Ulu Ogan,32157
2105010,2105,Jemaja,29992
2105020,2105,Jemaja Timur,29993
2105070,2105,Palmatak,29997
2105040,2105,Siantan,29991
2105030,2105,Siantan Selatan,29994
2105060,2105,Siantan Tengah,29995
2105050,2105,Siantan Timur,29996
1903050,1903,Jebus,33362
1903010,1903,Kelapa,33364
1903030,1903,Mentok,33311
1903051,1903,Parittiga,33363
1903040,1903,Simpang Teritip,33366
1903020,1903,Tempilang,33365
1273030,1273,Siantar Barat,21111
1273010,1273,Siantar Marihat,21128
1273011,1273,Siantar Marimbun,21127
1273060,1273,Siantar Martoba,21137
1273020,1273,Siantar Selatan,21121
1273061,1273,Siantar Sitalasari,21139
1273050,1273,Siantar Timur,21131
1273040,1273,Siantar Utara,21141
6213031,6213,Barito Tuhup Raya,73992
6213030,6213,Laung Tuhup,73991
6213020,6213,Murung,73911
6213010,6213,Permata Intan,73971
6213051,6213,Seribu Riam,73982
6213050,6213,Seribu Riam,73982
6213011,6213,Sungai Babuat,73972
6213040,6213,Tanah Siang,73961
6213041,6213,Tanah Siang Selatan,73962
6213052,6213,Uut Murung,73993
1902061,1902,Badau,33453
1902010,1902,Membalong,33452
1902063,1902,Selat Nasik,33481
1902062,1902,Sijuk,33454
1902060,1902,Tanjung Pandan,33413
3305150,3305,Adimulyo,54363
3305110,3305,Alian,54352
3305070,3305,Ambal,54392
3305010,3305,Ayah,54373
3305081,3305,Bonorowo,54396
3305020,3305,Buayan,54374
3305060,3305,Buluspesantren,54391
3305190,3305,Gombong,54375
3305200,3305,Adimulyo,54363
3305210,3305,Karanggayam,54365
3305221,3305,Karangsambung,54353
3305120,3305,Kebumen,54311
3305050,3305,Klirong,54381
3305100,3305,Buluspesantren,54391
3305160,3305,Adimulyo,54363
3305080,3305,Mirit,54395
3305091,3305,Padureso,54397
3305130,3305,Pejagoan,54361
3305040,3305,Petanahan,54382
3305111,3305,Poncowarno,54355
3305090,3305,Prembun,54394
3305030,3305,Puring,54383
3305170,3305,Rowokele,54372
3305220,3305,Sadang,54354
3305180,3305,Sempor,54371
3305140,3305,Sruweng,54362
7107020,7107,Bintauna,95763
7107040,7107,Bintauna,95763
7107030,7107,Bolangitang Timur,95767
7107050,7107,Kaidipang,95765
7107060,7107,Bintauna,95763
7107010,7107,Sangkub,95768
1275030,1275,Medan Amplas,20147
1275050,1275,Medan Area,20211
1275140,1275,Medan Barat,20111
1275090,1275,Medan Baru,20153
1275210,1275,Medan Belawan,20411
1275180,1275,Medan Deli,20241
1275040,1275,Medan Denai,20227
1275120,1275,Medan Helvetia,20123
1275020,1275,Medan Johor,20142
1275060,1275,Medan Kota,20211
1275190,1275,Medan Labuhan,20251
1275070,1275,Medan Maimun,20151
1275200,1275,Medan Marelan,20245
1275130,1275,Medan Petisah,20112
1275080,1275,Medan Polonia,20152
1275100,1275,Medan Selayang,20131
1275110,1275,Medan Sunggal,20121
1275170,1275,Medan Tembung,20221
1275150,1275,Medan Timur,20231
1275010,1275,Medan Tuntungan,20134
7314040,7314,Baranti,91652
7314080,7314,Dua Pitue,91681
7314051,7314,Kulo,91653
7314060,7314,Maritengngae,91611
7314010,7314,Panca Lautan,91672
7314050,7314,Panca Rijang,91651
7314070,7314,Pitu Riawa,91683
7314020,7314,Tellu Limpoe,91671
7314030,7314,Watang Pulu,91661
3502180,3502,Babadan,63491
3502140,3502,Badegan,63455
3502110,3502,Balong,63461
3502030,3502,Bungkal,63462
3502130,3502,Jambon,63456
3502190,3502,Jenangan,63492
3502100,3502,Jetis,63473
3502120,3502,Kauman,63451
3502080,3502,Mlarak,63472
3502200,3502,Ngebel,63493
3502010,3502,Ngrayun,63464
3502170,3502,Ponorogo,63411
3502061,3502,Pudak,63483
3502070,3502,Pulung,63481
3502040,3502,Sambit,63474
3502150,3502,Sampung,63454
3502050,3502,Sawoo,63475
3502090,3502,Siman,63471
3502020,3502,Slahung,63463
3502060,3502,Sooko,63482
3502160,3502,Sukorejo,63453
6409010,6409,Babulu,76385
6409030,6409,Penajam,76311
6409040,6409,Sepaku,76381
6409020,6409,Waru,76384
7302030,7302,Bonto Bahari,92571
7302040,7302,Bonto Tiro,92572
7302070,7302,Bulukumpa,92552
7302010,7302,Herlang,92573
7302050,7302,Herlang,92573
7302060,7302,Bonto Bahari,92571
7302090,7302,Kindang,92562
7302080,7302,Rilauale,92553
7302020,7302,Ujung Bulu,92511
7302021,7302,Ujungloe,92551
7322020,7322,Baebunta,92965
7322050,7322,Bone Bone,92966
7322130,7322,Limbong,92954
7322030,7322,Malangke,92953
7322031,7322,Malangke Barat,92957
7322121,7322,Mappedeceng,92962
7322120,7322,Masamba,92911
7322122,7322,Rampi,92964
7322010,7322,Limbong,92954
7322131,7322,Seko,92956
7322040,7322,Baebunta,92965
7322051,7322,Tana Lili,92967
3574010,3574,Kademangan,67221
3574031,3574,Kanigaran,67211
3574030,3574,Mayangan,67216
3574020,3574,Wonoasih,67232
5101021,5101,Jembrana,82211
5101010,5101,Melaya,82252
5101030,5101,Mendoyo,82261
5101020,5101,Negara,82251
5101040,5101,Pekutatan,82262
6112010,6112,Batu Ampar,78385
6112090,6112,Kuala Mandor B,78394
6112030,6112,Kubu,78384
6112060,6112,Rasau Jaya,78382
6112080,6112,Kuala Mandor B,78394
6112050,6112,Sungai Kakap,78381
6112070,6112,Kuala Mandor B,78394
6112040,6112,Teluk Pakedai,78383
6112020,6112,Terentang,78392
8171021,8171,Leitimur Selatan,97131
8171010,8171,Nusaniwe,97111
8171020,8171,Sirimau,97121
8171031,8171,Teluk Ambon,97221
8171030,8171,Baguala,97211
7315071,7315,Batu Lappa,91255
7315060,7315,Cempa,91262
7315070,7315,Duampanua,91253
7315021,7315,Lansirang,91263
7315080,7315,Lembang,91254
7315030,7315,Mattiro Bulu,91271
7315020,7315,Lansirang,91263
7315041,7315,Paleteang,91251
7315050,7315,Patampanua,91252
7315010,7315,Suppa,91272
7315042,7315,Tiroang,91256
7315040,7315,Matirro Sompe,91261
3310040,3310,Bayat,57462
3310050,3310,Cawas,57463
3310130,3310,Bayat,57462
3310180,3310,Delanggu,57471
3310020,3310,Gantiwarno,57455
3310220,3310,Jatinom,57481
3310090,3310,Jogonalan,57452
3310160,3310,Delanggu,57471
3310070,3310,Kalikotes,57451
3310200,3310,Karanganom,57475
3310150,3310,Karangdowo,57464
3310110,3310,Karangnongko,57483
3310080,3310,Kebonarum,57486
3310230,3310,Kemalang,57484
3310710,3310,Klaten Selatan,57421
3310720,3310,Klaten Tengah,57411
3310730,3310,Klaten Utara,57431
3310100,3310,Manisrenggo,57485
3310120,3310,Ngawen,57466
3310140,3310,Pedan,57468
3310190,3310,Polanharjo,57474
3310010,3310,Prambanan,57454
3310060,3310,Trucuk,57467
3310210,3310,Tulung,57482
3310030,3310,Wedi,57461
3310170,3310,Wonosari,57473
7406010,7406,Kabaena,93781
7406013,7406,Kabaena Barat,93786
7406012,7406,Kabaena Selatan,93782
7406021,7406,Kabaena Tengah,93784
7406020,7406,Kabaena Timur,93783
7406011,7406,Kabaena Utara,93785
7406032,7406,Kep. Masaloka Raya,93779
7406043,7406,Lantari Jaya,93775
7406031,7406,Mata Oleo,93771
7406042,7406,Mata Usu,93775
7406060,7406,Poleang,93772
7406061,7406,Poleang Barat,93772
7406052,7406,Poleang Selatan,93773
7406063,7406,Poleang Tengah,93772
7406053,7406,Poleang Tenggara,93773
7406050,7406,Poleang Timur,93773
7406051,7406,Poleang Utara,93774
7406040,7406,Rarowatu,93774
7406041,7406,Rarowatu Utara,93774
7406030,7406,Rumbia,93771
7406033,7406,Rumbia Tengah,93771
7406062,7406,Tontonunu,93775
7201070,7201,Buko,94874
7201071,7201,Buko Selatan,94875
7201060,7201,Bulagi,94871
7201061,7201,Bulagi Selatan,94872
7201062,7201,Bulagi Utara,94873
7201050,7201,Liang,94887
7201051,7201,Peling Tengah,94886
7201040,7201,Tinangkung,94881
7201041,7201,Tinangkung Selatan,94882
7201042,7201,Tinangkung Utara,94883
7201030,7201,Totikum,94884
7201031,7201,Totikum Selatan,94885
1278040,1278,Gunungsitoli,22811
1278030,1278,Gunungsitoli Barat,22822
1278010,1278,Gunungsitoli Idanoi,22825
1278020,1278,Gunungsitoli Selatan,22823
1278060,1278,Gunungsitoli Utara,22821
6172040,6172,Singkawang Barat,79121
6172010,6172,Singkawang Selatan,79125
6172050,6172,Singkawang Tengah,79111
6172020,6172,Singkawang Timur,79117
6172030,6172,Singkawang Utara,79118
5318060,5318,Aesesa,86911
5318050,5318,Aesesa Selatan,86972
5318040,5318,Boawae,86962
5318020,5318,Keo Tengah,86965
5318010,5318,Mauponggo,86963
5318030,5318,Nangaroro,86964
5318070,5318,Wolowae,86966
5208050,5208,Bayan,83754
5208030,5208,Gangga,83753
5208040,5208,Kayangan,83755
5208010,5208,Pemenang,83756
5208020,5208,Tanjung,83711
3275030,3275,Bantar Gebang,17151
3275060,3275,Bekasi Barat,17134
3275050,3275,Bekasi Selatan,17141
3275040,3275,Bekasi Timur,17111
3275070,3275,Bekasi Utara,17121
3275020,3275,Jatiasih,17421
3275011,3275,Jati Sempurna,17432
3275061,3275,Medan Satria,17181
3275031,3275,Mustika Jaya,17165
3275010,3275,Pondok Gede,17411
3275012,3275,Pondok Melati,17441
3275041,3275,Rawa Lumbu,17174
3311100,3311,Baki,57556
3311060,3311,Bendosari,57572
3311020,3311,Bulu,57563
3311110,3311,Gatak,57557
3311090,3311,Grogol,57552
3311120,3311,Kartasura,57558
3311080,3311,Mojolaban,57554
3311050,3311,Nguter,57571
3311070,3311,Polokarto,57555
3311040,3311,Sukoharjo,57511
3311030,3311,Tawangsari,57561
3311010,3311,Weru,57562
6107070,6107,Ambalau,78684
6107180,6107,Binjai Hulu,78651
6107150,6107,Dedai,78691
6107160,6107,Kayan Hilir,78693
6107080,6107,Kayan Hulu,78694
6107170,6107,Kelam Permai,78656
6107190,6107,Ketungau Hilir,78652
6107210,6107,Ketungau Hulu,78654
6107200,6107,Ketungau Tengah,78653
6107110,6107,Sepauk,78662
6107060,6107,Serawai,78683
6107140,6107,Sintang,78611
6107130,6107,Sungai Tebelian,78655
6107120,6107,Tempunak,78661
1402021,1402,Batang Cenaku,29373
1402022,1402,Batang Gangsal,29374
1402011,1402,Batang Peranap,29356
1402030,1402,Kelayang,29357
1402061,1402,Kuala Cenaku,29375
1402041,1402,Lirik,29353
1402043,1402,Lubuk Batu Jaya,29358
1402040,1402,Pasir Penyu,29352
1402010,1402,Peranap,29354
1402031,1402,Rakit Kulim,29372
1402060,1402,Rengat,29311
1402050,1402,Batang Peranap,29356
1402020,1402,Siberida,29371
1402042,1402,Sungai Lala,29359
6306040,6306,Angkinang,71291
6306091,6306,Daha Barat,71252
6306090,6306,Daha Selatan,71254
6306100,6306,Daha Utara,71253
6306080,6306,Kalumpang,71262
6306050,6306,Kandangan,71211
6306020,6306,Loksado,71282
6306010,6306,Padang Batung,71281
6306070,6306,Simpur,71261
6306060,6306,Sungai Raya,71271
6306030,6306,Telaga Langsat,71292
8108080,8108,Pulau-pulau Babar Timur,97451
8108050,8108,Damer,97441
8108030,8108,Pulau Leti,97453
8108060,8108,Mndona Hiera,97452
8108041,8108,Moa Lakor,97453
8108070,8108,Pulau-Pulau Babar,97452
8108020,8108,Pulau-pulau Terselatan,97454
8108081,8108,Pulau-pulau Babar Timur,97451
8108010,8108,Wetar,97455
8108011,8108,Moa Lakor,97453
1504041,1504,Bajubang,36652
1504020,1504,Batin XXIV,36656
1504042,1504,Maro Sebo Ilir,36658
1504011,1504,Maro Sebo Ulu,36655
1504010,1504,Mersam,36654
1504040,1504,Muara Bulian,36611
1504030,1504,Mersam,36654
1504050,1504,Maro Sebo Ulu,36655
5310080,5310,Alok,86112
5310081,5310,Alok Barat,86114
5310082,5310,Alok Timur,86121
5310030,5310,Bola,86171
5310031,5310,Doreng,86172
5310051,5310,Hewokloang,86186
5310052,5310,Kangae,86185
5310050,5310,Kewapante,86181
5310062,5310,Koting,86151
5310020,5310,Lela,86161
5310071,5310,Magepanda,86156
5310032,5310,Mapitara,86173
5310011,5310,Mego,86155
5310063,5310,Nelle,86159
5310070,5310,Nita,86152
5310010,5310,Paga,86153
5310061,5310,Palue,86191
5310040,5310,Talibura,86183
5310012,5310,Tana Wawo,86154
5310042,5310,Waiblama,86184
5310041,5310,Waigete,86182
3517010,3517,Bandarkedungmulyo,61462
3517070,3517,Bareng,61474
3517040,3517,Diwek,61471
3517030,3517,Gudo,61463
3517110,3517,Jogoroto,61485
3517130,3517,Jombang,61411
3517190,3517,Kabuh,61455
3517160,3517,Kesamben,61484
3517170,3517,Kudu,61454
3517140,3517,Megaluh,61457
3517090,3517,Jogoroto,61485
3517060,3517,Mojowarno,61475
3517050,3517,Ngoro,61473
3517171,3517,Ngusikan,61458
3517020,3517,Perak,61461
3517120,3517,Peterongan,61481
3517200,3517,Plandaan,61456
3517180,3517,Ploso,61453
3517100,3517,Sumobito,61483
3517150,3517,Tembelang,61452
3517080,3517,Wonosalam,61476
2104030,2104,Lingga,29811
2104032,2104,Lingga Timur,29852
2104040,2104,Lingga Utara,29854
2104031,2104,Selayar,29856
2104050,2104,Senayang,29863
2104020,2104,Singkep,29871
2104010,2104,Singkep Barat,29875
2104022,2104,Singkep Pesisir,29876
2104021,2104,Singkep Selatan,29877
3218030,3218,Cigugur,46592
3218020,3218,Cijulang,46594
3218010,3218,Cimerak,46595
3218080,3218,Kalipucang,46597
3218040,3218,Langkaplancar,46591
3218100,3218,Mangunjaya,46571
3218090,3218,Padaherang,46584
3218070,3218,Pangandaran,46596
3218050,3218,Parigi,46511
3218060,3218,Sidamulih,46565
1173020,1173,Langsa Barat,24431
1173021,1173,Langsa Baro,24441
1173030,1173,Langsa Kota,24411
1173011,1173,Langsa Lama,24421
1173010,1173,Langsa Timur,24451
1376010,1376,Payakumbuh Barat,26221
1376011,1376,Payakumbuh Utara,26214
1376020,1376,Payakumbuh Utara,26211
1376030,1376,Payakumbuh Utara,26218
1501070,1501,Air Hangat,37161
1501073,1501,Depati Tujuh,37154
1501071,1501,Air Hangat Timur,37153
1501020,1501,Batang Merangin,37175
1501040,1501,Danau Kerinci,37172
1501072,1501,Depati Tujuh,37154
1501080,1501,Gunung Kerinci,37162
1501010,1501,Gunung Raya,37174
1501091,1501,Gunung Tujuh,37164
1501090,1501,Kayu Aro,37163
1501092,1501,Kayu Aro Barat,37165
1501030,1501,Danau Kerinci,37172
1501050,1501,Sitinjau Laut,37171
1501081,1501,Kayu Aro,37163
1501082,1501,Depati Tujuh,37154
1372010,1372,Lubuk Sikarah,27311
1372020,1372,Tanjung Harapan,27321
6303010,6303,Aluh Aluh,70655
6303080,6303,Aranio,70662
6303060,6303,Aluh Aluh,70655
6303011,6303,Beruntung Baru,70656
6303020,6303,Gambut,70652
6303070,6303,Aluh Aluh,70655
6303030,6303,Kertak Hanyar,70654
6303050,6303,Martapura,70611
6303052,6303,Aluh Aluh,70655
6303051,6303,Aluh Aluh,70655
6303110,6303,Mataraman,70672
6303091,6303,Paramasan,70676
6303100,6303,Pengarom,70674
6303101,6303,Sambung Makmur,70678
6303120,6303,Mataraman,70672
6303090,6303,Sungai Pinang,70675
6303040,6303,Martapura Barat,70651
6303031,6303,Tatah Makmur,70657
6303121,6303,Telaga Bauntung,70677
7205130,7205,Balaesang,94355
7205131,7205,Balaesang Tanjung,94359
7205080,7205,Banawa,94351
7205081,7205,Banawa Selatan,94342
7205082,7205,Banawa Tengah,94341
7205090,7205,Labuan,94345
7205051,7205,Panembani,94343
7205041,7205,Rio Pakava,94349
7205100,7205,Sindue,94353
7205102,7205,Sindue Tobata,94346
7205101,7205,Sindue Tombusabora,94347
7205120,7205,Sirenja,94354
7205160,7205,Sojol,94357
7205161,7205,Sojol Utara,94358
7205091,7205,Tanantovea,94344
7310041,7310,Balusu,90751
7310030,7310,Barru,90711
7310050,7310,Mallusetasi,90753
7310011,7310,Pujananting,90763
7310040,7310,Soppeng Riaja,90752
7310010,7310,Tanete Riaja,90762
7310020,7310,Tanete Rilau,90761
1222050,1222,Kampung Rakyat,21563
1222030,1222,Kotapinang,21511
1222040,1222,Silangkitang,21561
1222010,1222,Sungai Kanan,21571
1222020,1222,Torgamba,21572
5207031,5207,Brang Ene,84455
5207040,5207,Brang Rea,84458
5207020,5207,Jereweh,84456
5207021,5207,Maluk,84459
5207051,5207,Poto Tano,84453
5207010,5207,Sekongkang,84457
5207050,5207,Seteluk,84454
5207030,5207,Taliwang,84411
3308150,3308,Bandongan,56565
3308020,3308,Borobudur,56553
3308100,3308,Candimulyo,56591
3308060,3308,Dukun,56582
3308200,3308,Grabag,56596
3308130,3308,Bandongan,56565
3308140,3308,Kaliangkrik,56564
3308110,3308,Mertoyudan,56572
3308080,3308,Mungkid,56511
3308070,3308,Muntilan,56586
3308210,3308,Ngablak,56594
3308030,3308,Ngluwar,56585
3308190,3308,Grabag,56596
3308040,3308,Salam,56584
3308010,3308,Salaman,56562
3308090,3308,Sawangan,56581
3308170,3308,Candimulyo,56591
3308050,3308,Srumbung,56583
3308180,3308,Grabag,56596
3308120,3308,Kaliangkrik,56564
3308160,3308,Windusari,56566
1271020,1271,Sibolga Kota,22521
1271031,1271,Sibolga Sambas,22531
1271030,1271,Sibolga Selatan,22533
1271010,1271,Sibolga Utara,22511
2101024,2101,Belat,29672
2101031,2101,Buru,29666
2101011,2101,Durai,29673
2101030,2101,Karimun,29613
2101020,2101,Buru,29666
2101022,2101,Kundur Barat,29671
2101021,2101,Kundur Utara,29672
2101032,2101,Meral,29631
2101034,2101,Meral Barat,29622
2101010,2101,Moro,29663
2101033,2101,Tebing,29621
2101023,2101,Ungar,29662
1224100,1224,Afulu,22857
1224020,1224,Alasa,22861
1224030,1224,Alasa Talumuzoi,22843
1224110,1224,Afulu,22857
1224090,1224,Lahewa Timur,22841
1224080,1224,Lotu,22856
1224040,1224,Afulu,22857
1224070,1224,Sawo,22845
1224050,1224,Sitolu Ori,22844
1224010,1224,Tugala Oyo,22842
1224060,1224,Tuhemberua,22852
7415040,7415,Batauga,93752
7415010,7415,Batu Atas,93739
7415070,7415,Kadatua,93738
7415020,7415,Lapandewa,93731
7415030,7415,Sampolawa,93753
7415060,7415,Siompu,93739
7415050,7415,Siompu Barat,93739
3274010,3274,Harjamukti,45141
3274050,3274,Kejaksan,45121
3274040,3274,Kesambi,45131
3274020,3274,Lemah Wungkuk,45111
3274030,3274,Pekalipan,45115
5203090,5203,Aikmel,83653
5203011,5203,Jerowaru,83676
5203010,5203,Keruak,83672
5203071,5203,Labuhan Haji,83675
5203050,5203,Masbagik,83661
5203031,5203,Montong Gading,83664
5203080,5203,Pringgabaya,83654
5203051,5203,Pringgasela,83665
5203020,5203,Sakra,83671
5203021,5203,Sakra Barat,83673
5203022,5203,Sakra Timur,83674
5203100,5203,Sambelia,83656
5203070,5203,Selong,83611
5203092,5203,Sembalun,83666
5203040,5203,Sikur,83662
5203081,5203,Suwela,83657
5203060,5203,Sukamulia,83652
5203061,5203,Suralaga,83659
5203030,5203,Terara,83663
5203091,5203,Wanasaba,83658
3404080,3404,Berbah,55573
3404170,3404,Cangkringan,55583
3404070,3404,Depok,55598
3404050,3404,Gamping,55599
3404040,3404,Godean,55564
3404100,3404,Kalasan,55571
3404020,3404,Minggir,55562
3404060,3404,Mlati,55597
3404010,3404,Moyudan,55563
3404120,3404,Ngaglik,55581
3404110,3404,Ngemplak,55584
3404160,3404,Pakem,55582
3404090,3404,Prambanan,55572
3404030,3404,Seyegan,55561
3404130,3404,Sleman,55511
3404140,3404,Tempel,55552
3404150,3404,Turi,55551
1571011,1571,Kota Baru,36125
1571051,1571,Telanaipura,36121
1571060,1571,Danau Teluk,36261
1571020,1571,Jambi Selatan,36151
1571080,1571,Jambi Timur,36141
1571030,1571,Jelutung,36133
1571010,1571,Kota Baru,36126
1571021,1571,Jambi Selatan,36153
1571040,1571,Pasar Jambi,36111
1571070,1571,Pelayangan,36251
1571050,1571,Telanaipura,36122
1403080,1403,Batang Tuaka,29252
1403051,1403,Concong,29283
1403030,1403,Enok,29272
1403100,1403,Gaung,29282
1403090,1403,Gaung Anak Serka,29253
1403120,1403,Kateman,29255
1403071,1403,Kempas,29262
1403011,1403,Kemuning,29276
1403010,1403,Enok,29272
1403050,1403,Kuala Indragiri,29281
1403110,1403,Mandah,29254
1403121,1403,Pelangiran,29257
1403123,1403,Pulau Burung,29256
1403020,1403,Reteh,29273
1403021,1403,Sungai Batang,29275
1403040,1403,Tanah Merah,29271
1403122,1403,Pulau Burung,29256
1403060,1403,Tembilahan,29211
1403061,1403,Tembilahan Hulu,29223
1403070,1403,Tempuling,29261
3504020,3504,Bandung,66274
3504010,3504,Besuki,66275
3504110,3504,Boyolangu,66231
3504040,3504,Campurdarat,66272
3504170,3504,Gondang,66263
3504060,3504,Kalidawir,66281
3504150,3504,Karangrejo,66253
3504160,3504,Kauman,66261
3504130,3504,Kedungwaru,66221
3504140,3504,Ngantru,66252
3504090,3504,Ngunut,66292
3504180,3504,Gondang,66263
3504030,3504,Pakel,66273
3504070,3504,Pucanglaban,66284
3504080,3504,Rejotangan,66293
3504190,3504,Sendang,66254
3504100,3504,Sumbergempol,66291
3504050,3504,Tanggunggunung,66283
3504120,3504,Tulungagung,66211
7402073,7402,Batalaiwaru,93643
7402112,7402,Batukara,93675
7402021,7402,Bone,93667
7402072,7402,Duruka,93659
7402031,7402,Kabangka,93664
7402030,7402,Kabawo,93661
7402070,7402,Katobu,93611
7402032,7402,Kontu Kowuna,93649
7402061,7402,Kontunaga,93641
7402081,7402,Lasalepa,93645
7402071,7402,Lohia,93658
7402111,7402,Maligano,93671
7402022,7402,Marobo,93668
7402080,7402,Napabalano,93654
7402020,7402,Parigi,93663
7402092,7402,Pasi Kolaga,93678
7402091,7402,Pasir Putih,93677
7402010,7402,Tongkuno,93662
7402011,7402,Tongkuno Selatan,93669
7402083,7402,Towea,93682
7402090,7402,Wakorumba Selatan,93674
7402062,7402,Watopute,93644
3671050,3671,Batuceper,15121
3671060,3671,Benda,15123
3671041,3671,Cibodas,15138
3671010,3671,Ciledug,15151
3671020,3671,Cipondoh,15141
3671040,3671,Jatiuwung,15133
3671012,3671,Karang Tengah,15157
3671031,3671,Karawaci,15112
3671011,3671,Larangan,15154
3671051,3671,Neglasari,15127
3671042,3671,Periuk,15131
3671021,3671,Pinang,15142
3671030,3671,Tangerang,15111
7504043,7504,Bone,96592
7504042,7504,Bone Raya,96591
7504040,7504,Bonepantai,96585
7504021,7504,Botupingge,96572
7504012,7504,Bulango Selatan,96562
7504013,7504,Bulango Timur,96563
7504014,7504,Bulango Ulu,96564
7504011,7504,Bulango Utara,96561
7504044,7504,Bulawa,96586
7504020,7504,Kabila,96583
7504041,7504,Kabila Bone,96573
7504030,7504,Suwawa,96511
7504031,7504,Suwawa Selatan,96574
7504033,7504,Suwawa Tengah,96584
7504032,7504,Botupingge,96572
7504010,7504,Tapa,96582
7504022,7504,Tilongkabila,96571
7307080,7307,Bulupoddo,92654
7307090,7307,Pulau Sembilan,92681
7307010,7307,Sinjai Barat,92653
7307020,7307,Sinjai Borong,92662
7307060,7307,Sinjai Tengah,92652
7307050,7307,Sinjai Timur,92671
7307070,7307,Sinjai Utara,92611
7307040,7307,Tellu Limpoe,92672
7409100,7409,Bonegunu,93742
7409101,7409,Kambowa,93743
7409120,7409,Kulisusu,93741
7409121,7409,Bonegunu,93742
7409122,7409,Kulisusu Utara,93746
7409110,7409,Siotapina,93734
1213160,1213,Babalan,20857
1213090,1213,Batang Serangan,20883
1213190,1213,Besitang,20859
1213060,1213,Binjai,20761
1213010,1213,Sei Bingei,20771
1213180,1213,Brandan Barat,20881
1213150,1213,Gebang,20856
1213120,1213,Hinai,20854
1213040,1213,Kuala,20772
1213021,1213,Kutambaru,20775
1213110,1213,Padang Tualang,20852
1213200,1213,Pangkalan Susu,20858
1213201,1213,Pematang Jaya,20891
1213020,1213,Bahorok,20774
1213100,1213,Sawit Seberang,20884
1213130,1213,Secanggang,20855
1213030,1213,Sei Bingei,20771
1213170,1213,Sei Lepan,20882
1213050,1213,Selesai,20762
1213011,1213,Sirapit,20776
1213070,1213,Stabat,20811
1213140,1213,Tanjung Pura,20853
1213080,1213,Wampu,20885
3208100,3208,Ciawigebang,45591
3208071,3208,Cibeureum,45588
3208070,3208,Cibingbin,45587
3208090,3208,Cidahu,45595
3208171,3208,Cigandamekar,45596
3208140,3208,Cigugur,45552
3208051,3208,Cilebak,45585
3208170,3208,Cilimus,45556
3208081,3208,Cimahi,45582
3208030,3208,Ciniru,45565
3208101,3208,Cipicung,45592
3208060,3208,Ciwaru,45583
3208010,3208,Darma,45562
3208120,3208,Garawangi,45571
3208031,3208,Hantara,45564
3208160,3208,Cigugur,45552
3208161,3208,Japara,45555
3208020,3208,Kadugede,45561
3208091,3208,Kalimanggis,45594
3208061,3208,Karang Kancana,45584
3208150,3208,Cilimus,45556
3208130,3208,Kuningan,45511
3208110,3208,Garawangi,45571
3208080,3208,Cimahi,45582
3208111,3208,Maleber,45575
3208180,3208,Mandirancan,45558
3208021,3208,Nusaherang,45563
3208181,3208,Pancalang,45557
3208190,3208,Japara,45555
3208040,3208,Selajambe,45566
3208121,3208,Sindang Agung,45573
3208050,3208,Subang,45586
1471020,1471,Bukit Raya,28284
1471030,1471,Lima Puluh,28141
1471021,1471,Marpoyan Damai,28251
1471011,1471,Payung Sekaki,28231
1471050,1471,Pekanbaru Kota,28111
1471080,1471,Rumbai,28264
1471081,1471,Rumbai Pesisir,28271
1471040,1471,Sail,28131
1471070,1471,Senapelan,28151
1471060,1471,Sukajadi,28121
1471010,1471,Tampan,28293
1471022,1471,Tenayan Raya,28241
3523190,3523,Bancar,62354
3523020,3523,Bangilan,62364
3523081,3523,Grabagan,62373
3523180,3523,Jatirogo,62362
3523140,3523,Jenu,62352
3523010,3523,Kenduruan,62363
3523160,3523,Kerek,62356
3523150,3523,Bancar,62354
3523050,3523,Montong,62357
3523110,3523,Palang,62391
3523060,3523,Bangilan,62364
3523090,3523,Plumpang,62382
3523080,3523,Rengel,62371
3523120,3523,Semanding,62381
3523030,3523,Senori,62365
3523040,3523,Singgahan,62361
3523070,3523,Soko,62372
3523170,3523,Tambakboyo,62353
3523130,3523,Tuban,62311
3523100,3523,Widang,62383
1606092,1606,Babat Supat,30762
1606020,1606,Babat Toman,30752
1606021,1606,Batang Hari Leko,30763
1606100,1606,Bayung Lencir,30756
1606091,1606,Bayung Lencir,30756
1606041,1606,Lais,30761
1606101,1606,Bayung Lencir,30756
1606023,1606,Lawang Wetan,30766
1606022,1606,Lalan,30758
